locus_tag	ftype	length_bp	gene	EC_number	COG	product
LFBFMPEI_00136	CDS	729				hypothetical protein
LFBFMPEI_00137	CDS	363	rbfA			Ribosome-binding factor A
LFBFMPEI_00138	CDS	1221	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
LFBFMPEI_00139	CDS	843	murI	5.1.1.3	COG0796	Glutamate racemase
LFBFMPEI_00140	CDS	105				hypothetical protein
LFBFMPEI_00141	CDS	531				hypothetical protein
LFBFMPEI_00142	CDS	507				hypothetical protein
LFBFMPEI_00143	CDS	528				hypothetical protein
LFBFMPEI_00144	CDS	2661	bamA_2			Outer membrane protein assembly factor BamA
LFBFMPEI_00145	CDS	753	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
LFBFMPEI_00146	CDS	702				hypothetical protein
LFBFMPEI_00147	CDS	1350				hypothetical protein
LFBFMPEI_00148	CDS	1617	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
LFBFMPEI_00149	CDS	111				hypothetical protein
LFBFMPEI_00150	CDS	660	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
LFBFMPEI_00151	CDS	1050	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
LFBFMPEI_00152	CDS	1887	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
LFBFMPEI_00153	CDS	1662	udk_1	2.7.1.48		Uridine kinase
LFBFMPEI_00154	CDS	1689				hypothetical protein
LFBFMPEI_00155	CDS	1503				hypothetical protein
LFBFMPEI_00156	CDS	1086				hypothetical protein
LFBFMPEI_00157	CDS	606				hypothetical protein
LFBFMPEI_00158	CDS	822	pdxK	2.7.1.35		Pyridoxine kinase
LFBFMPEI_00159	CDS	1662	aspT_1			Aspartate/alanine antiporter
LFBFMPEI_00160	CDS	1770				hypothetical protein
LFBFMPEI_00161	CDS	747	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
LFBFMPEI_00162	CDS	171				hypothetical protein
LFBFMPEI_00163	CDS	669	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
LFBFMPEI_00164	CDS	468				hypothetical protein
LFBFMPEI_00165	CDS	480				hypothetical protein
LFBFMPEI_00166	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
LFBFMPEI_00167	CDS	2529				hypothetical protein
LFBFMPEI_00168	CDS	975	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
LFBFMPEI_00169	CDS	1827	clcB			Voltage-gated ClC-type chloride channel ClcB
LFBFMPEI_00170	CDS	531	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
LFBFMPEI_00171	CDS	1062	glkA	2.7.1.2		Glucokinase
LFBFMPEI_00172	CDS	699				hypothetical protein
LFBFMPEI_00173	CDS	606				hypothetical protein
LFBFMPEI_00174	CDS	888	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LFBFMPEI_00175	CDS	1593	prfC		COG4108	Peptide chain release factor 3
LFBFMPEI_00176	CDS	96				hypothetical protein
LFBFMPEI_00177	CDS	1452	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
LFBFMPEI_00178	CDS	204				hypothetical protein
LFBFMPEI_00179	CDS	600				hypothetical protein
LFBFMPEI_00180	CDS	3603	por	1.2.7.1	COG0674	Pyruvate synthase
LFBFMPEI_00181	CDS	1185				hypothetical protein
LFBFMPEI_00182	CDS	1098				hypothetical protein
LFBFMPEI_00183	CDS	438				hypothetical protein
LFBFMPEI_00184	CDS	753	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LFBFMPEI_00185	CDS	678	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
LFBFMPEI_00186	CDS	855				hypothetical protein
LFBFMPEI_00187	CDS	918	queG	1.17.99.6		Epoxyqueuosine reductase
LFBFMPEI_00188	CDS	612	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
LFBFMPEI_00189	CDS	3369				hypothetical protein
LFBFMPEI_00190	CDS	456				hypothetical protein
LFBFMPEI_00191	CDS	951				hypothetical protein
LFBFMPEI_00192	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LFBFMPEI_00193	CDS	2223	ptpA	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
LFBFMPEI_00194	CDS	1617	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
LFBFMPEI_00195	CDS	951	lpxD_1	2.3.1.-		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
LFBFMPEI_00196	CDS	4437				hypothetical protein
LFBFMPEI_00197	CDS	786	lpxA_1	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LFBFMPEI_00198	CDS	1380	oprM		COG1538	Outer membrane protein OprM
LFBFMPEI_00199	CDS	3276	bepE			Efflux pump membrane transporter BepE
LFBFMPEI_00200	CDS	1299	mdtE			Multidrug resistance protein MdtE
LFBFMPEI_00201	CDS	861	sigA_1			RNA polymerase sigma factor SigA
LFBFMPEI_00202	CDS	540				hypothetical protein
LFBFMPEI_00203	CDS	891				hypothetical protein
LFBFMPEI_00204	CDS	570				hypothetical protein
LFBFMPEI_00205	CDS	420				hypothetical protein
LFBFMPEI_00206	CDS	2184	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
LFBFMPEI_00207	CDS	915				hypothetical protein
LFBFMPEI_00208	CDS	804				hypothetical protein
LFBFMPEI_00209	CDS	1233				hypothetical protein
LFBFMPEI_00210	CDS	804				hypothetical protein
LFBFMPEI_00211	CDS	1692				hypothetical protein
LFBFMPEI_00212	CDS	807				hypothetical protein
LFBFMPEI_00213	CDS	882	ftsX		COG2177	Cell division protein FtsX
LFBFMPEI_00214	CDS	273				hypothetical protein
LFBFMPEI_00215	CDS	858	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
LFBFMPEI_00216	CDS	699	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
LFBFMPEI_00217	CDS	1230	queA_1	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LFBFMPEI_00218	CDS	417	sulD		COG0801	Bifunctional folate synthesis protein
LFBFMPEI_00219	CDS	276	rpsO		COG0184	30S ribosomal protein S15
LFBFMPEI_00220	CDS	1803	typA		COG1217	GTP-binding protein TypA/BipA
LFBFMPEI_00221	CDS	2481		5.1.1.1		Alanine racemase
LFBFMPEI_00222	CDS	1458	gatC		COG3775	PTS system galactitol-specific EIIC component
LFBFMPEI_00223	CDS	969	kduI_2	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
LFBFMPEI_00224	CDS	1476	exuT			Hexuronate transporter
LFBFMPEI_00225	CDS	363	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
LFBFMPEI_00226	CDS	810	ndhK	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
LFBFMPEI_00227	CDS	1575	nuoC	1.6.5.11		NADH-quinone oxidoreductase subunit C/D
LFBFMPEI_00228	CDS	1071	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
LFBFMPEI_00229	CDS	582	ndhI_1	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
LFBFMPEI_00230	CDS	555				hypothetical protein
LFBFMPEI_00231	CDS	309	nuoK	1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit K
LFBFMPEI_00232	CDS	2007	nuoL	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
LFBFMPEI_00233	CDS	1518	ndhD1	1.6.5.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
LFBFMPEI_00234	CDS	1467	ndhB	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LFBFMPEI_00235	CDS	2469	feoB		COG0370	Fe(2+) transporter FeoB
LFBFMPEI_00236	CDS	450	guaD	3.5.4.3	COG0590	Guanine deaminase
LFBFMPEI_00237	CDS	606				hypothetical protein
LFBFMPEI_00238	CDS	954	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
LFBFMPEI_00239	CDS	2280				hypothetical protein
LFBFMPEI_00240	CDS	213				hypothetical protein
LFBFMPEI_00241	CDS	1002				hypothetical protein
LFBFMPEI_00242	tRNA	89				tRNA-Ser(gga)
LFBFMPEI_00243	CDS	480				hypothetical protein
LFBFMPEI_00244	CDS	1953				hypothetical protein
LFBFMPEI_00245	CDS	615				hypothetical protein
LFBFMPEI_00246	CDS	498				hypothetical protein
LFBFMPEI_00247	CDS	1278	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
LFBFMPEI_00248	CDS	1365	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
LFBFMPEI_00249	CDS	1008				hypothetical protein
LFBFMPEI_00250	CDS	471	perR		COG0735	Peroxide operon regulator
LFBFMPEI_00251	CDS	1086	hmuU		COG0609	Hemin transport system permease protein HmuU
LFBFMPEI_00252	CDS	1065				hypothetical protein
LFBFMPEI_00253	CDS	1956				hypothetical protein
LFBFMPEI_00254	CDS	792				hypothetical protein
LFBFMPEI_00255	CDS	4572				hypothetical protein
LFBFMPEI_00256	CDS	480	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
LFBFMPEI_00257	CDS	618	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
LFBFMPEI_00258	CDS	606				hypothetical protein
LFBFMPEI_00259	CDS	957				hypothetical protein
LFBFMPEI_00260	CDS	1113	ald	1.4.1.1	COG0686	Alanine dehydrogenase
LFBFMPEI_00261	CDS	1239				hypothetical protein
LFBFMPEI_00262	CDS	984	iolG	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
LFBFMPEI_00263	CDS	702	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LFBFMPEI_00264	CDS	750				hypothetical protein
LFBFMPEI_00265	CDS	1080	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
LFBFMPEI_00266	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
LFBFMPEI_00267	CDS	1287	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
LFBFMPEI_00268	CDS	1041	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
LFBFMPEI_00269	CDS	444				hypothetical protein
LFBFMPEI_00270	CDS	810				hypothetical protein
LFBFMPEI_00271	CDS	1482				hypothetical protein
LFBFMPEI_00272	CDS	987				hypothetical protein
LFBFMPEI_00273	CDS	1221				hypothetical protein
LFBFMPEI_00274	CDS	1236				hypothetical protein
LFBFMPEI_00275	CDS	1107				Iron-sulfur cluster carrier protein
LFBFMPEI_00276	CDS	579	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
LFBFMPEI_00277	CDS	1410	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
LFBFMPEI_00278	CDS	1203	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
LFBFMPEI_00279	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
LFBFMPEI_00280	CDS	663	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
LFBFMPEI_00281	CDS	837	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
LFBFMPEI_00282	CDS	1005	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
LFBFMPEI_00283	CDS	1323	thrC	4.2.3.1	COG0498	Threonine synthase
LFBFMPEI_00284	CDS	1248				hypothetical protein
LFBFMPEI_00285	CDS	2436	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
LFBFMPEI_00286	CDS	1782				hypothetical protein
LFBFMPEI_00287	tRNA	74				tRNA-Lys(ctt)
LFBFMPEI_00288	tRNA	74				tRNA-Lys(ctt)
LFBFMPEI_00289	CDS	204				hypothetical protein
LFBFMPEI_00290	CDS	243				hypothetical protein
LFBFMPEI_00291	CDS	156				hypothetical protein
LFBFMPEI_00292	CDS	888	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
LFBFMPEI_00293	CDS	915	rnz	3.1.26.11	COG1234	Ribonuclease Z
LFBFMPEI_00294	CDS	579				hypothetical protein
LFBFMPEI_00295	CDS	972	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
LFBFMPEI_00296	CDS	1518				hypothetical protein
LFBFMPEI_00297	CDS	2208	relA_1	2.7.6.5	COG0317	GTP pyrophosphokinase
LFBFMPEI_00298	CDS	864	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
LFBFMPEI_00299	CDS	618	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
LFBFMPEI_00300	CDS	1491	hisF	4.1.3.-		Imidazole glycerol phosphate synthase subunit HisF
LFBFMPEI_00301	CDS	630	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
LFBFMPEI_00302	CDS	813	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
LFBFMPEI_00303	CDS	1326	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
LFBFMPEI_00304	CDS	1167	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
LFBFMPEI_00305	CDS	1194				hypothetical protein
LFBFMPEI_00306	CDS	1149				hypothetical protein
LFBFMPEI_00307	CDS	1998	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
LFBFMPEI_00308	CDS	1365	mepA_3			Multidrug export protein MepA
LFBFMPEI_00309	CDS	624	cmk_2	2.7.4.25		Cytidylate kinase
LFBFMPEI_00310	CDS	1155	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
LFBFMPEI_00311	CDS	318				hypothetical protein
LFBFMPEI_00312	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
LFBFMPEI_00313	CDS	405	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
LFBFMPEI_00314	CDS	960				hypothetical protein
LFBFMPEI_00315	CDS	1146	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
LFBFMPEI_00316	CDS	567				hypothetical protein
LFBFMPEI_00317	CDS	2580				hypothetical protein
LFBFMPEI_00318	CDS	408				hypothetical protein
LFBFMPEI_00319	CDS	450				hypothetical protein
LFBFMPEI_00320	CDS	2067	btuB_1			Vitamin B12 transporter BtuB
LFBFMPEI_00321	CDS	771	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
LFBFMPEI_00322	tRNA	72				tRNA-Cys(gca)
LFBFMPEI_00323	CDS	1740	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
LFBFMPEI_00324	CDS	2520	mrcA_1		COG5009	Penicillin-binding protein 1A
LFBFMPEI_00325	CDS	897	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LFBFMPEI_00326	CDS	771	lpxA_2	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LFBFMPEI_00327	CDS	1404				hypothetical protein
LFBFMPEI_00328	CDS	1044	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
LFBFMPEI_00329	CDS	1221				hypothetical protein
LFBFMPEI_00330	CDS	1017	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
LFBFMPEI_00331	CDS	204	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
LFBFMPEI_00332	CDS	1296	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
LFBFMPEI_00333	CDS	1410				hypothetical protein
LFBFMPEI_00334	CDS	2733	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
LFBFMPEI_00335	CDS	1041	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
LFBFMPEI_00336	CDS	816	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
LFBFMPEI_00337	CDS	1104	prfA		COG0216	Peptide chain release factor 1
LFBFMPEI_00338	CDS	1149	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
LFBFMPEI_00339	CDS	750	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LFBFMPEI_00340	CDS	735	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LFBFMPEI_00341	CDS	951	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
LFBFMPEI_00342	CDS	990				hypothetical protein
LFBFMPEI_00343	CDS	798				hypothetical protein
LFBFMPEI_00344	CDS	1281	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
LFBFMPEI_00345	CDS	456	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
LFBFMPEI_00346	CDS	948	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
LFBFMPEI_00347	tRNA	75				tRNA-Asp(gtc)
LFBFMPEI_00348	tRNA	75				tRNA-Asp(gtc)
LFBFMPEI_00349	CDS	2721	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
LFBFMPEI_00350	CDS	630				hypothetical protein
LFBFMPEI_00351	CDS	168				hypothetical protein
