locus_tag	ftype	length_bp	gene	EC_number	COG	product
CLEELPEM_00118	CDS	1464	mutL			DNA mismatch repair protein MutL
CLEELPEM_00119	CDS	972	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CLEELPEM_00120	CDS	1305				hypothetical protein
CLEELPEM_00121	CDS	690				hypothetical protein
CLEELPEM_00122	CDS	2892				hypothetical protein
CLEELPEM_00123	CDS	1152	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CLEELPEM_00124	CDS	396	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
CLEELPEM_00125	CDS	420				hypothetical protein
CLEELPEM_00126	CDS	1395				hypothetical protein
CLEELPEM_00127	CDS	690			COG0325	Pyridoxal phosphate homeostasis protein
CLEELPEM_00128	CDS	561	sepF			Cell division protein SepF
CLEELPEM_00129	CDS	1122	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
CLEELPEM_00130	CDS	591	lspA_1	3.4.23.36		Lipoprotein signal peptidase
CLEELPEM_00131	CDS	942	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CLEELPEM_00132	CDS	651	cmk_1	2.7.4.25		Cytidylate kinase
CLEELPEM_00133	CDS	1767		3.6.1.1		Cobalt-dependent inorganic pyrophosphatase
CLEELPEM_00134	CDS	621	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
CLEELPEM_00135	CDS	1446	ndhB_1	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CLEELPEM_00136	CDS	1467	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
CLEELPEM_00137	CDS	2010	ndhB_2	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CLEELPEM_00138	CDS	837				hypothetical protein
CLEELPEM_00139	CDS	1428				hypothetical protein
CLEELPEM_00140	CDS	1275	lytR_1			Transcriptional regulator LytR
CLEELPEM_00141	CDS	351				hypothetical protein
CLEELPEM_00142	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
CLEELPEM_00143	CDS	1470	speA	4.1.1.19	COG1982	Arginine decarboxylase
CLEELPEM_00144	CDS	150				hypothetical protein
CLEELPEM_00145	CDS	1533				hypothetical protein
CLEELPEM_00146	CDS	231				hypothetical protein
CLEELPEM_00147	CDS	804				hypothetical protein
CLEELPEM_00148	CDS	1227		2.7.7.-		putative uridylyltransferase
CLEELPEM_00149	CDS	267				hypothetical protein
CLEELPEM_00150	CDS	510				hypothetical protein
CLEELPEM_00151	CDS	1287	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
CLEELPEM_00152	CDS	1035				hypothetical protein
CLEELPEM_00153	CDS	228	dltC	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 2
CLEELPEM_00154	CDS	1317				hypothetical protein
CLEELPEM_00155	CDS	834				hypothetical protein
CLEELPEM_00156	CDS	2406	chbP	2.4.1.280		N,N'-diacetylchitobiose phosphorylase
CLEELPEM_00157	CDS	756				hypothetical protein
CLEELPEM_00158	CDS	1752				hypothetical protein
CLEELPEM_00159	CDS	1689				hypothetical protein
CLEELPEM_00160	CDS	2994				hypothetical protein
CLEELPEM_00161	CDS	1182				hypothetical protein
CLEELPEM_00162	CDS	1293				hypothetical protein
CLEELPEM_00163	CDS	438				hypothetical protein
CLEELPEM_00164	CDS	2031				hypothetical protein
CLEELPEM_00165	CDS	1239				hypothetical protein
CLEELPEM_00166	CDS	1623	cheB_1	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
CLEELPEM_00167	CDS	1470				hypothetical protein
CLEELPEM_00168	CDS	1017	fruE		COG1879	Fructose import binding protein FruE
CLEELPEM_00169	CDS	1518	fruK	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
CLEELPEM_00170	CDS	1071	fruF			Fructose import permease protein FruF
CLEELPEM_00171	CDS	1029	yjfF			Inner membrane ABC transporter permease protein YjfF
CLEELPEM_00172	CDS	1065	ytfQ			ABC transporter periplasmic-binding protein YtfQ
CLEELPEM_00173	CDS	1929				hypothetical protein
CLEELPEM_00174	CDS	1788				hypothetical protein
CLEELPEM_00175	CDS	426				hypothetical protein
CLEELPEM_00176	CDS	1974				hypothetical protein
CLEELPEM_00177	CDS	2109	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
CLEELPEM_00178	CDS	648				hypothetical protein
CLEELPEM_00179	CDS	810				hypothetical protein
CLEELPEM_00180	CDS	192				hypothetical protein
CLEELPEM_00181	CDS	1647				hypothetical protein
CLEELPEM_00182	CDS	708	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
CLEELPEM_00183	CDS	945				hypothetical protein
CLEELPEM_00184	CDS	462				hypothetical protein
CLEELPEM_00185	CDS	2349	feoB_2		COG0370	Fe(2+) transporter FeoB
CLEELPEM_00186	CDS	699	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
CLEELPEM_00187	CDS	1428	ycaM		COG0531	Inner membrane transporter YcaM
CLEELPEM_00188	CDS	1320	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
CLEELPEM_00189	CDS	588				hypothetical protein
CLEELPEM_00190	CDS	1152				hypothetical protein
CLEELPEM_00191	CDS	369				hypothetical protein
CLEELPEM_00192	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CLEELPEM_00193	CDS	486	yrdA		COG0663	Protein YrdA
CLEELPEM_00194	CDS	1797	lacZ_1	3.2.1.23		Beta-galactosidase
CLEELPEM_00195	CDS	537				hypothetical protein
CLEELPEM_00196	CDS	576				hypothetical protein
CLEELPEM_00197	CDS	1365				hypothetical protein
CLEELPEM_00198	CDS	1350			COG1167	Putative aminotransferase/MSMEI_6121
CLEELPEM_00199	CDS	2340	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
CLEELPEM_00200	CDS	1899	uvrC		COG0322	UvrABC system protein C
CLEELPEM_00201	CDS	945	hprK	2.7.11.-		HPr kinase/phosphorylase
CLEELPEM_00202	CDS	999	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
CLEELPEM_00203	CDS	969	whiA		COG1481	Putative sporulation transcription regulator WhiA
CLEELPEM_00204	CDS	264	ptsH_1		COG1925	Phosphocarrier protein HPr
CLEELPEM_00205	CDS	1101				hypothetical protein
CLEELPEM_00206	CDS	1305				hypothetical protein
CLEELPEM_00207	CDS	663				hypothetical protein
CLEELPEM_00208	CDS	2310	lon1	3.4.21.53	COG0466	Lon protease 1
CLEELPEM_00209	CDS	552				hypothetical protein
CLEELPEM_00210	CDS	393				hypothetical protein
CLEELPEM_00211	CDS	1287		4.4.1.11	COG0626	L-methionine gamma-lyase
CLEELPEM_00212	CDS	600	mntP		COG1971	putative manganese efflux pump MntP
CLEELPEM_00213	CDS	1359				hypothetical protein
CLEELPEM_00214	CDS	1284				hypothetical protein
CLEELPEM_00215	CDS	621				hypothetical protein
CLEELPEM_00216	CDS	3114				hypothetical protein
CLEELPEM_00217	CDS	315				hypothetical protein
CLEELPEM_00218	CDS	312				hypothetical protein
CLEELPEM_00219	CDS	105				hypothetical protein
CLEELPEM_00220	CDS	1548	opuE_1		COG0591	Osmoregulated proline transporter OpuE
CLEELPEM_00221	CDS	435				hypothetical protein
CLEELPEM_00222	CDS	1302	paaK_1	6.2.1.30		Phenylacetate-coenzyme A ligase
CLEELPEM_00223	CDS	573				hypothetical protein
CLEELPEM_00224	CDS	1752				hypothetical protein
CLEELPEM_00225	CDS	1635		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
CLEELPEM_00226	CDS	876	rlmL_1	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
CLEELPEM_00227	CDS	1047	mro	5.1.3.3	COG2017	Aldose 1-epimerase
CLEELPEM_00228	CDS	585				hypothetical protein
CLEELPEM_00229	CDS	1545	opuE_2		COG0591	Osmoregulated proline transporter OpuE
CLEELPEM_00230	CDS	1365	mepA_1			Multidrug export protein MepA
CLEELPEM_00231	CDS	318	rpsJ		COG0051	30S ribosomal protein S10
CLEELPEM_00232	CDS	879				hypothetical protein
CLEELPEM_00233	CDS	687				hypothetical protein
CLEELPEM_00234	CDS	963				hypothetical protein
CLEELPEM_00235	CDS	1017				hypothetical protein
CLEELPEM_00236	CDS	933	cysK_1	2.5.1.47		Cysteine synthase
CLEELPEM_00237	CDS	1800	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
CLEELPEM_00238	CDS	480	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
CLEELPEM_00239	CDS	732				hypothetical protein
CLEELPEM_00240	CDS	1080				hypothetical protein
CLEELPEM_00241	CDS	648				hypothetical protein
CLEELPEM_00242	CDS	726				hypothetical protein
CLEELPEM_00243	CDS	273				hypothetical protein
CLEELPEM_00244	CDS	606	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
CLEELPEM_00245	CDS	696				hypothetical protein
CLEELPEM_00246	CDS	798	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
CLEELPEM_00247	CDS	450				hypothetical protein
CLEELPEM_00248	CDS	555	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
CLEELPEM_00249	CDS	1023	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
CLEELPEM_00250	CDS	375	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
CLEELPEM_00251	CDS	1920	licR		COG1762	putative licABCH operon regulator
CLEELPEM_00252	CDS	1404				hypothetical protein
CLEELPEM_00253	CDS	1131	nanK	2.7.1.60		N-acetylmannosamine kinase
CLEELPEM_00254	CDS	1395				hypothetical protein
CLEELPEM_00255	CDS	234				hypothetical protein
CLEELPEM_00256	CDS	1476				hypothetical protein
CLEELPEM_00257	CDS	705	comB	3.1.3.71		2-phosphosulfolactate phosphatase
CLEELPEM_00258	CDS	786				Iron-sulfur cluster carrier protein
CLEELPEM_00259	CDS	717				hypothetical protein
CLEELPEM_00260	CDS	381				hypothetical protein
CLEELPEM_00261	CDS	786				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
CLEELPEM_00262	CDS	744				hypothetical protein
CLEELPEM_00263	CDS	327				hypothetical protein
CLEELPEM_00264	CDS	681				hypothetical protein
CLEELPEM_00265	CDS	654	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
CLEELPEM_00266	CDS	624	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
CLEELPEM_00267	CDS	390	dhaM	3.5.1.-		Protein-lysine deacetylase
CLEELPEM_00268	CDS	999	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
CLEELPEM_00269	CDS	858	lacX			Protein LacX, plasmid
CLEELPEM_00270	CDS	1188				hypothetical protein
CLEELPEM_00271	CDS	1464				hypothetical protein
CLEELPEM_00272	CDS	174				hypothetical protein
CLEELPEM_00273	CDS	882				hypothetical protein
CLEELPEM_00274	CDS	1260				hypothetical protein
CLEELPEM_00275	CDS	1887				hypothetical protein
CLEELPEM_00276	CDS	306				hypothetical protein
CLEELPEM_00277	CDS	3561				hypothetical protein
CLEELPEM_00278	CDS	2769				hypothetical protein
CLEELPEM_00279	CDS	495				hypothetical protein
CLEELPEM_00280	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
CLEELPEM_00281	CDS	222				hypothetical protein
CLEELPEM_00282	CDS	825				hypothetical protein
CLEELPEM_00283	CDS	774	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
CLEELPEM_00284	CDS	885	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CLEELPEM_00285	CDS	1770	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
CLEELPEM_00286	CDS	690	queH	1.17.99.6		Epoxyqueuosine reductase QueH
CLEELPEM_00287	CDS	3828	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
CLEELPEM_00288	CDS	579				hypothetical protein
CLEELPEM_00289	tRNA	72				tRNA-Trp(cca)
CLEELPEM_00290	CDS	432				hypothetical protein
CLEELPEM_00291	CDS	1374	radA	3.6.4.-	COG1066	DNA repair protein RadA
CLEELPEM_00292	CDS	2397	clpC		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC
CLEELPEM_00293	CDS	384	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
CLEELPEM_00294	CDS	1458	zipA			Cell division protein ZipA
CLEELPEM_00295	CDS	123				hypothetical protein
CLEELPEM_00296	CDS	1158	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CLEELPEM_00297	CDS	636	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
CLEELPEM_00298	CDS	1026	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
CLEELPEM_00299	CDS	507	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CLEELPEM_00300	CDS	2094				hypothetical protein
CLEELPEM_00301	CDS	678	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
CLEELPEM_00302	CDS	690	pyrF	4.1.1.23		Orotidine 5'-phosphate decarboxylase
CLEELPEM_00303	CDS	1392				hypothetical protein
CLEELPEM_00304	CDS	870				hypothetical protein
CLEELPEM_00305	CDS	732	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CLEELPEM_00306	CDS	918				hypothetical protein
CLEELPEM_00307	CDS	711	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
CLEELPEM_00308	CDS	2391	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CLEELPEM_00309	CDS	561	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
CLEELPEM_00310	CDS	495				hypothetical protein
CLEELPEM_00311	CDS	435				hypothetical protein
CLEELPEM_00312	CDS	1374	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
CLEELPEM_00313	CDS	1278	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
CLEELPEM_00314	CDS	1248	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
CLEELPEM_00315	CDS	600				hypothetical protein
CLEELPEM_00316	CDS	582	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CLEELPEM_00317	CDS	471				hypothetical protein
CLEELPEM_00318	CDS	960				hypothetical protein
CLEELPEM_00319	CDS	1122				hypothetical protein
CLEELPEM_00320	CDS	1290				hypothetical protein
CLEELPEM_00321	CDS	450				hypothetical protein
CLEELPEM_00322	CDS	849				DegV domain-containing protein
CLEELPEM_00323	CDS	573	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
CLEELPEM_00324	CDS	1698				hypothetical protein
CLEELPEM_00325	CDS	726				hypothetical protein
CLEELPEM_00326	CDS	690	sapB		COG1285	Protein SapB
CLEELPEM_00327	CDS	1026				hypothetical protein
CLEELPEM_00328	CDS	756	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
CLEELPEM_00329	CDS	606				hypothetical protein
CLEELPEM_00330	CDS	1314				hypothetical protein
CLEELPEM_00331	CDS	1035				hypothetical protein
CLEELPEM_00332	CDS	1458	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
CLEELPEM_00333	CDS	3561	mfd	3.6.4.-		Transcription-repair-coupling factor
CLEELPEM_00334	CDS	711	pth	3.1.1.29		Peptidyl-tRNA hydrolase
CLEELPEM_00335	CDS	1365			COG2256	putative AAA domain-containing protein
CLEELPEM_00336	CDS	513				hypothetical protein
CLEELPEM_00337	CDS	1362	rho	3.6.4.-	COG1158	Transcription termination factor Rho
CLEELPEM_00338	CDS	576	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
CLEELPEM_00339	CDS	1476				hypothetical protein
CLEELPEM_00340	CDS	291				hypothetical protein
CLEELPEM_00341	CDS	1164	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
CLEELPEM_00342	CDS	1062				hypothetical protein
CLEELPEM_00343	CDS	624				hypothetical protein
CLEELPEM_00344	CDS	645	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
CLEELPEM_00345	CDS	786				hypothetical protein
CLEELPEM_00346	tRNA	73				tRNA-Glu(ctc)
CLEELPEM_00347	CDS	717	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
CLEELPEM_00348	CDS	4779	polC_1	2.7.7.7		DNA polymerase III PolC-type
CLEELPEM_00349	CDS	1062	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
CLEELPEM_00350	CDS	1059				hypothetical protein
CLEELPEM_00351	CDS	771				hypothetical protein
CLEELPEM_00352	CDS	204				hypothetical protein
CLEELPEM_00353	CDS	1458	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
CLEELPEM_00354	CDS	1317				hypothetical protein
CLEELPEM_00355	CDS	1293				hypothetical protein
CLEELPEM_00356	CDS	888				hypothetical protein
CLEELPEM_00357	CDS	1188				hypothetical protein
CLEELPEM_00358	CDS	849	mscS		COG0668	Small-conductance mechanosensitive channel
CLEELPEM_00359	CDS	492				hypothetical protein
CLEELPEM_00360	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
CLEELPEM_00361	CDS	1554	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
CLEELPEM_00362	CDS	921	rhaS_2			HTH-type transcriptional activator RhaS
CLEELPEM_00363	CDS	2295				hypothetical protein
CLEELPEM_00364	CDS	90				hypothetical protein
CLEELPEM_00365	CDS	618				hypothetical protein
CLEELPEM_00366	CDS	1347		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
CLEELPEM_00367	CDS	321	trxA			Thioredoxin 1
CLEELPEM_00368	CDS	915	trxB	1.8.1.9		Thioredoxin reductase
CLEELPEM_00369	CDS	255				hypothetical protein
CLEELPEM_00370	CDS	2451	metH	2.1.1.13	COG0646	Methionine synthase
CLEELPEM_00371	CDS	720				hypothetical protein
CLEELPEM_00372	CDS	864	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
CLEELPEM_00373	CDS	969				hypothetical protein
CLEELPEM_00374	CDS	714	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
CLEELPEM_00375	CDS	1695	uvrB			UvrABC system protein B
CLEELPEM_00376	CDS	336	uvrA_1			UvrABC system protein A
CLEELPEM_00377	CDS	2547	uvrA_2			UvrABC system protein A
CLEELPEM_00378	CDS	2310	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
CLEELPEM_00379	CDS	480				hypothetical protein
CLEELPEM_00380	CDS	396				hypothetical protein
CLEELPEM_00381	CDS	1026				hypothetical protein
CLEELPEM_00382	CDS	897	dacA	2.7.7.85	COG1624	Diadenylate cyclase
